UPM,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,P2_3,FAC_VIV,UPM_DIS,EST_DIS,DOMINIO,TLOC,ESTRATO,ENT
0300245,04,3,1,1,1,1,1,2,2,1,,108,00688,031,U,1,3,03
0300245,05,3,1,1,1,1,1,1,3,1,,108,00688,031,U,1,3,03
0300250,02,3,1,1,1,1,1,1,3,1,,138,00689,032,U,1,4,03
0300250,03,2,1,1,1,1,1,1,1,1,,138,00689,032,U,1,4,03
0300250,04,2,1,1,1,1,1,1,2,1,,138,00689,032,U,1,4,03
0300261,01,2,1,1,1,1,1,1,3,1,,103,00690,031,U,1,3,03
0300261,02,3,1,1,1,1,1,1,3,1,,103,00690,031,U,1,3,03
0300261,03,2,1,1,1,1,1,1,3,1,,103,00690,031,U,1,3,03
0300261,04,2,1,1,1,1,1,1,5,1,,103,00690,031,U,1,3,03
0300261,05,3,1,1,1,1,1,1,4,1,,103,00690,031,U,1,3,03
0300264,01,3,1,1,1,1,1,1,4,1,,110,00691,031,U,1,3,03
0300264,02,2,1,1,1,1,1,1,6,1,,110,00691,031,U,1,3,03
0300264,04,2,1,1,1,1,2,2,1,1,,110,00691,031,U,1,3,03
0300265,01,3,1,1,1,1,1,1,2,1,,103,00692,031,U,1,3,03
0300265,02,2,1,1,1,1,1,2,1,1,,103,00692,031,U,1,3,03
0300265,03,2,1,1,1,1,1,1,4,1,,103,00692,031,U,1,3,03
0300267,01,3,1,1,1,1,1,1,5,1,,129,00693,031,U,1,3,03
0300267,03,3,1,1,1,1,1,1,4,1,,129,00693,031,U,1,3,03
0300267,04,2,1,1,1,1,1,1,4,1,,129,00693,031,U,1,3,03
0300267,05,2,1,1,1,1,1,2,1,1,,129,00693,031,U,1,3,03
0300272,01,1,1,2,1,2,2,2,1,1,,122,00694,030,U,1,2,03
0300272,02,2,1,2,1,1,2,1,2,1,,122,00694,030,U,1,2,03
0300272,03,2,1,2,1,1,1,1,3,1,,122,00694,030,U,1,2,03
0300272,04,3,1,1,1,1,1,1,4,1,,122,00694,030,U,1,2,03
0300272,05,2,1,2,1,1,1,1,3,1,,122,00694,030,U,1,2,03
0300273,01,2,1,1,1,1,1,2,3,1,,116,00695,030,U,1,2,03
0300273,02,3,1,1,1,1,2,1,5,1,,116,00695,030,U,1,2,03
0300273,03,2,1,1,1,1,2,2,3,1,,116,00695,030,U,1,2,03
0300273,04,2,1,1,1,1,2,2,2,1,,116,00695,030,U,1,2,03
0300273,05,2,1,1,1,1,1,1,5,1,,116,00695,030,U,1,2,03
0300274,01,2,1,1,1,1,1,1,5,1,,129,00696,031,U,1,3,03
0300274,03,3,1,1,1,1,1,1,4,1,,129,00696,031,U,1,3,03
0300274,05,3,1,1,1,1,1,1,1,1,,129,00696,031,U,1,3,03
0300275,01,1,2,2,2,2,2,2,4,1,,123,00697,030,U,1,2,03
0300275,04,2,1,1,1,1,1,1,2,1,,123,00697,030,U,1,2,03
0300275,05,2,1,2,1,1,1,2,2,1,,123,00697,030,U,1,2,03
0300277,01,2,1,1,1,1,1,2,7,1,,118,00698,030,U,1,2,03
0300277,02,1,2,1,1,1,1,2,7,1,,118,00698,030,U,1,2,03
0300277,03,2,2,1,1,1,1,1,2,1,,118,00698,030,U,1,2,03
0300277,04,2,1,1,1,1,1,1,3,1,,118,00698,030,U,1,2,03
0300278,01,2,1,1,1,1,1,1,4,1,,105,00699,031,U,1,3,03
0300278,02,3,1,1,1,1,1,1,5,1,,105,00699,031,U,1,3,03
0300278,03,2,2,1,1,1,2,2,3,1,,105,00699,031,U,1,3,03
0300278,04,2,1,1,1,1,1,1,2,1,,105,00699,031,U,1,3,03
0300278,05,2,1,1,1,1,1,1,2,1,,105,00699,031,U,1,3,03
0300281,01,3,1,1,1,1,1,1,2,1,,102,00700,031,U,1,3,03
0300281,02,2,1,1,1,1,1,2,3,1,,102,00700,031,U,1,3,03
0300281,03,2,1,1,1,1,1,2,5,1,,102,00700,031,U,1,3,03
0300281,05,3,1,1,1,1,2,1,5,1,,102,00700,031,U,1,3,03
0300288,01,3,1,1,1,1,1,1,4,1,,122,00701,031,U,1,3,03
0300288,02,2,1,1,1,1,1,2,1,1,,122,00701,031,U,1,3,03
0300288,03,2,2,2,1,1,1,2,3,1,,122,00701,031,U,1,3,03
0300288,04,2,2,1,1,2,2,2,4,1,,122,00701,031,U,1,3,03
0300288,05,2,1,1,1,1,1,1,3,1,,122,00701,031,U,1,3,03
0300292,01,2,1,1,1,1,2,1,2,1,,108,00702,031,U,1,3,03
0301101,01,2,2,1,1,1,1,1,9,2,2,168,00811,023,U,2,2,03
0301101,02,2,1,1,1,1,1,2,3,1,,168,00811,023,U,2,2,03
0301101,03,2,1,1,1,1,1,1,6,1,,168,00811,023,U,2,2,03
0301101,04,2,5,1,1,1,2,2,2,1,,168,00811,023,U,2,2,03
0301101,05,2,1,1,1,1,1,2,5,1,,168,00811,023,U,2,2,03
0301101,07,3,1,1,1,1,2,2,2,1,,168,00811,023,U,2,2,03
0301101,09,2,1,1,1,1,1,1,4,1,,168,00811,023,U,2,2,03
0301101,10,3,1,1,1,2,2,2,1,1,,168,00811,023,U,2,2,03
0301101,12,2,1,1,1,1,1,2,5,1,,168,00811,023,U,2,2,03
0301101,13,2,2,1,1,1,2,2,1,1,,168,00811,023,U,2,2,03
0301101,15,2,1,1,1,1,1,1,3,1,,168,00811,023,U,2,2,03
0301101,17,2,1,1,1,1,1,2,4,1,,168,00811,023,U,2,2,03
0301101,18,1,1,1,1,1,1,2,1,1,,168,00811,023,U,2,2,03
0301101,19,2,1,1,1,1,1,2,2,1,,168,00811,023,U,2,2,03
0301101,20,2,1,1,1,1,2,1,4,1,,168,00811,023,U,2,2,03
0301105,01,2,1,1,1,1,2,2,5,1,,333,00812,022,U,2,1,03
0301105,02,2,1,1,1,1,1,1,3,1,,333,00812,022,U,2,1,03
0301105,03,1,1,1,1,1,2,1,1,1,,333,00812,022,U,2,1,03
0301105,04,3,1,1,1,1,1,1,4,1,,333,00812,022,U,2,1,03
0301105,05,2,1,1,1,1,1,1,4,1,,333,00812,022,U,2,1,03
0301105,06,3,1,1,1,1,2,2,2,1,,333,00812,022,U,2,1,03
0301105,07,2,2,1,1,1,2,2,5,1,,333,00812,022,U,2,1,03
0301105,08,2,1,2,1,1,1,1,8,2,2,333,00812,022,U,2,1,03
0301105,09,2,1,1,1,2,2,2,1,1,,333,00812,022,U,2,1,03
0301105,10,3,1,1,1,2,2,2,1,1,,333,00812,022,U,2,1,03
0301105,12,2,1,1,1,1,2,2,5,1,,333,00812,022,U,2,1,03
0301105,13,2,1,2,1,1,2,2,4,1,,333,00812,022,U,2,1,03
0301105,14,1,5,2,1,1,2,2,1,1,,333,00812,022,U,2,1,03
0301105,15,2,2,2,1,1,2,2,4,1,,333,00812,022,U,2,1,03
0301105,16,2,1,1,1,1,1,1,8,1,,333,00812,022,U,2,1,03
0301105,17,1,5,2,1,1,2,2,4,1,,333,00812,022,U,2,1,03
0301105,18,2,1,1,1,1,1,1,3,1,,333,00812,022,U,2,1,03
0301105,19,2,5,2,1,2,2,2,1,1,,333,00812,022,U,2,1,03
0301105,20,1,1,1,1,1,1,1,9,2,2,333,00812,022,U,2,1,03
0301108,01,2,1,1,1,1,1,1,2,1,,117,00813,023,U,2,2,03
0301108,02,3,1,1,1,1,1,1,16,2,4,117,00813,023,U,2,2,03
0301108,03,3,1,1,1,1,1,1,3,1,,117,00813,023,U,2,2,03
0301108,04,2,1,1,1,1,1,1,8,1,,117,00813,023,U,2,2,03
0301108,05,2,1,1,1,1,1,1,6,1,,117,00813,023,U,2,2,03
0301108,06,2,1,1,1,1,2,2,2,1,,117,00813,023,U,2,2,03
0301108,07,3,1,1,1,1,2,2,1,1,,117,00813,023,U,2,2,03
0301108,08,3,1,1,1,1,1,1,3,1,,117,00813,023,U,2,2,03
0301108,09,2,1,1,1,2,2,2,1,1,,117,00813,023,U,2,2,03
0301108,10,2,2,1,1,1,1,1,6,1,,117,00813,023,U,2,2,03
0301108,11,2,2,1,1,2,2,2,1,1,,117,00813,023,U,2,2,03
0301108,12,3,1,1,1,1,1,1,3,1,,117,00813,023,U,2,2,03
0301108,13,2,1,1,1,1,2,2,3,1,,117,00813,023,U,2,2,03
0301108,14,2,1,1,1,1,1,1,10,1,,117,00813,023,U,2,2,03
0301108,15,3,1,1,1,1,1,1,5,1,,117,00813,023,U,2,2,03
0301108,16,3,2,1,1,2,2,1,5,1,,117,00813,023,U,2,2,03
0301108,17,3,1,1,1,1,1,1,2,1,,117,00813,023,U,2,2,03
0301108,18,2,2,1,1,1,2,2,3,1,,117,00813,023,U,2,2,03
0301108,19,3,1,1,1,2,2,2,1,1,,117,00813,023,U,2,2,03
0301127,01,2,5,2,1,1,2,2,5,1,,293,00814,022,U,2,1,03
0301127,02,1,5,2,1,1,2,2,4,1,,293,00814,022,U,2,1,03
0301127,04,2,5,2,1,2,2,2,3,1,,293,00814,022,U,2,1,03
0301127,05,2,2,2,1,1,2,1,1,1,,293,00814,022,U,2,1,03
0301127,06,2,2,2,1,1,2,2,2,2,2,293,00814,022,U,2,1,03
0400368,02,3,1,2,1,1,1,1,5,1,,124,00914,039,U,1,3,04
0400368,03,3,1,2,1,1,2,2,1,1,,124,00914,039,U,1,3,04
0400368,04,3,1,2,1,1,1,1,4,1,,124,00914,039,U,1,3,04
0400368,05,3,1,2,1,1,1,1,5,1,,124,00914,039,U,1,3,04
0400372,01,3,1,2,1,1,1,1,4,1,,141,00915,038,U,1,2,04
0400372,02,3,2,2,1,1,2,2,1,1,,141,00915,038,U,1,2,04
0400372,03,2,1,2,1,1,1,1,5,1,,141,00915,038,U,1,2,04
0400372,04,3,1,2,1,1,1,1,6,1,,141,00915,038,U,1,2,04
0400372,05,3,1,2,1,2,1,2,5,1,,141,00915,038,U,1,2,04
0400379,01,2,2,2,1,1,2,2,3,1,,139,00916,038,U,1,2,04
0400379,02,3,1,2,1,1,1,2,4,1,,139,00916,038,U,1,2,04
0400379,03,3,1,2,1,1,1,2,2,1,,139,00916,038,U,1,2,04
0400379,04,2,2,2,1,1,1,2,3,1,,139,00916,038,U,1,2,04
0400379,05,3,1,2,1,1,1,1,6,1,,139,00916,038,U,1,2,04
0400381,02,2,1,2,1,2,2,2,4,1,,140,00917,038,U,1,2,04
0400381,03,2,1,2,1,1,1,2,3,1,,140,00917,038,U,1,2,04
0400381,04,2,1,2,1,1,1,2,4,1,,140,00917,038,U,1,2,04
0400381,05,2,1,2,1,1,1,2,4,1,,140,00917,038,U,1,2,04
0400382,01,3,1,2,1,1,2,2,5,1,,133,00918,038,U,1,2,04
0400382,02,3,1,1,1,1,1,1,5,1,,133,00918,038,U,1,2,04
0400382,03,3,1,2,1,1,2,1,1,1,,133,00918,038,U,1,2,04
0400382,05,3,2,2,1,1,1,2,6,1,,133,00918,038,U,1,2,04
0400383,01,2,2,2,1,1,1,2,4,1,,130,00919,038,U,1,2,04
0400383,02,3,1,2,1,1,1,2,4,1,,130,00919,038,U,1,2,04
0400383,03,2,2,2,1,1,1,2,6,1,,130,00919,038,U,1,2,04
0400383,04,3,1,1,1,1,1,2,6,1,,130,00919,038,U,1,2,04
0400383,05,3,1,1,1,1,1,1,8,1,,130,00919,038,U,1,2,04
0400390,01,3,1,2,1,1,1,2,5,1,,130,00920,038,U,1,2,04
0400390,02,3,1,2,1,1,1,1,4,1,,130,00920,038,U,1,2,04
0400390,03,2,1,2,1,1,1,2,5,1,,130,00920,038,U,1,2,04
0400390,04,3,1,2,1,1,1,1,1,1,,130,00920,038,U,1,2,04
0400390,05,3,1,2,1,1,1,1,2,1,,130,00920,038,U,1,2,04
0400398,01,3,1,2,1,1,1,1,5,1,,122,00921,039,U,1,3,04
0400398,02,3,1,2,1,1,2,2,1,1,,122,00921,039,U,1,3,04
0400398,04,3,1,2,1,1,1,1,6,1,,122,00921,039,U,1,3,04
0400398,05,3,1,1,1,1,1,1,4,1,,122,00921,039,U,1,3,04
0400407,01,3,1,2,1,1,1,2,2,1,,142,00922,038,U,1,2,04
0400407,02,3,1,2,1,1,1,2,5,1,,142,00922,038,U,1,2,04
0400407,03,3,1,2,1,2,1,2,5,1,,142,00922,038,U,1,2,04
0400407,05,3,1,2,1,2,1,2,3,1,,142,00922,038,U,1,2,04
0400412,01,2,1,2,1,1,1,2,4,1,,119,00923,039,U,1,3,04
0400412,02,3,1,2,1,1,1,1,3,1,,119,00923,039,U,1,3,04
0400412,03,3,1,1,1,1,1,2,2,1,,119,00923,039,U,1,3,04
0400412,04,3,1,2,1,1,1,2,2,1,,119,00923,039,U,1,3,04
0400412,05,3,1,2,1,1,1,2,4,1,,119,00923,039,U,1,3,04
0400413,01,3,1,1,1,1,2,2,4,1,,128,00924,038,U,1,2,04
0400413,02,3,1,1,1,1,1,2,4,1,,128,00924,038,U,1,2,04
0400413,03,3,1,2,1,1,1,1,1,1,,128,00924,038,U,1,2,04
0400413,04,2,2,2,1,1,1,2,5,1,,128,00924,038,U,1,2,04
0400413,05,2,1,2,1,1,1,2,3,1,,128,00924,038,U,1,2,04
0400431,01,3,1,2,1,1,1,2,1,1,,145,00925,038,U,1,2,04
0400431,02,3,1,2,1,1,1,1,3,1,,145,00925,038,U,1,2,04
0400431,04,3,1,2,1,1,1,1,4,1,,145,00925,038,U,1,2,04
0400431,05,2,2,2,1,1,2,2,6,1,,145,00925,038,U,1,2,04
0400436,01,3,1,2,1,1,1,1,2,1,,118,00926,039,U,1,3,04
0400436,02,3,1,2,1,1,1,1,4,1,,118,00926,039,U,1,3,04
0400436,03,3,1,2,1,1,1,1,3,1,,118,00926,039,U,1,3,04
0400436,04,3,1,2,1,1,1,1,4,1,,118,00926,039,U,1,3,04
0400436,05,3,1,2,1,1,1,1,2,1,,118,00926,039,U,1,3,04
0400460,01,2,2,2,1,1,1,2,8,1,,128,00927,038,U,1,2,04
0401330,13,3,1,2,1,1,1,1,3,1,,133,01066,035,U,3,2,04
0401330,14,3,1,2,1,1,2,2,4,1,,133,01066,035,U,3,2,04
0401330,15,3,1,2,1,1,1,2,4,1,,133,01066,035,U,3,2,04
0401330,16,3,1,2,1,1,1,2,3,1,,133,01066,035,U,3,2,04
0401330,17,3,1,2,1,1,1,2,3,1,,133,01066,035,U,3,2,04
0401330,18,2,2,5,1,1,2,2,2,1,,133,01066,035,U,3,2,04
0401330,20,3,1,2,1,1,2,2,4,1,,133,01066,035,U,3,2,04
0401341,01,2,2,2,1,1,2,1,1,1,,145,01067,035,U,3,2,04
0401341,02,2,1,2,1,1,1,2,7,1,,145,01067,035,U,3,2,04
0401341,03,2,2,2,2,2,2,2,1,1,,145,01067,035,U,3,2,04
0401341,04,3,1,2,1,1,1,2,8,1,,145,01067,035,U,3,2,04
0401341,05,2,2,2,1,1,1,2,1,1,,145,01067,035,U,3,2,04
0401341,07,3,1,2,1,1,1,1,2,1,,145,01067,035,U,3,2,04
0401341,08,3,1,2,1,1,1,1,4,1,,145,01067,035,U,3,2,04
0401341,09,3,1,2,1,2,1,1,2,1,,145,01067,035,U,3,2,04
0401341,10,2,2,2,1,1,1,2,5,1,,145,01067,035,U,3,2,04
0401341,11,3,1,2,1,1,1,2,6,1,,145,01067,035,U,3,2,04
0401341,12,2,1,2,1,1,1,2,2,1,,145,01067,035,U,3,2,04
0401341,13,2,1,2,1,1,1,2,2,1,,145,01067,035,U,3,2,04
0401341,14,3,1,2,1,1,1,2,2,1,,145,01067,035,U,3,2,04
0401341,15,3,1,2,1,1,1,1,2,1,,145,01067,035,U,3,2,04
0401341,16,2,2,2,1,2,1,2,2,1,,145,01067,035,U,3,2,04
0401341,17,2,2,2,1,1,1,1,4,1,,145,01067,035,U,3,2,04
0401341,18,2,2,2,1,1,1,2,2,1,,145,01067,035,U,3,2,04
0401341,19,1,2,5,1,2,2,2,1,1,,145,01067,035,U,3,2,04
0401341,20,3,1,2,1,1,1,1,2,1,,145,01067,035,U,3,2,04
0401396,01,2,2,3,1,2,1,2,2,1,,162,01068,034,U,3,1,04
0401396,02,2,6,3,1,1,1,1,2,1,,162,01068,034,U,3,1,04
0401396,03,3,1,2,1,1,1,2,6,1,,162,01068,034,U,3,1,04
0401396,04,3,1,2,1,1,1,1,3,1,,162,01068,034,U,3,1,04
0401396,05,3,2,2,1,2,1,2,4,1,,162,01068,034,U,3,1,04
0401396,06,2,2,2,1,1,1,2,4,1,,162,01068,034,U,3,1,04
0401396,07,2,2,3,1,2,1,2,4,1,,162,01068,034,U,3,1,04
0401396,08,2,2,2,1,2,1,2,7,2,2,162,01068,034,U,3,1,04
0401396,09,3,1,2,1,1,1,1,4,1,,162,01068,034,U,3,1,04
0401396,10,1,6,5,1,2,2,2,2,1,,162,01068,034,U,3,1,04
0401396,11,2,1,2,1,1,2,2,4,1,,162,01068,034,U,3,1,04
0401396,12,2,1,2,1,1,1,1,2,1,,162,01068,034,U,3,1,04
0401396,13,2,1,2,1,1,1,2,5,1,,162,01068,034,U,3,1,04
0401396,14,2,1,2,1,1,1,2,2,1,,162,01068,034,U,3,1,04
0401396,15,2,2,5,1,1,2,2,2,1,,162,01068,034,U,3,1,04
0401396,16,3,2,2,1,1,1,2,4,1,,162,01068,034,U,3,1,04
0401396,17,2,2,2,1,1,1,2,1,1,,162,01068,034,U,3,1,04
0401396,18,2,1,2,1,1,1,2,4,1,,162,01068,034,U,3,1,04
0401396,19,2,2,2,1,1,1,2,6,1,,162,01068,034,U,3,1,04
0401396,20,2,2,5,1,2,2,2,2,1,,162,01068,034,U,3,1,04
0401417,02,2,1,2,1,1,2,2,4,1,,120,01069,035,U,3,2,04
0401417,04,2,1,2,1,1,1,2,1,1,,120,01069,035,U,3,2,04
0401417,05,3,1,2,1,1,1,1,7,1,,120,01069,035,U,3,2,04
0401417,06,3,1,2,1,2,2,2,1,1,,120,01069,035,U,3,2,04
0401417,07,2,2,2,1,2,2,2,8,1,,120,01069,035,U,3,2,04
0401417,08,2,2,2,1,1,1,2,4,1,,120,01069,035,U,3,2,04
0401417,09,2,1,2,1,1,1,2,4,1,,120,01069,035,U,3,2,04
0401417,10,2,2,2,1,1,1,2,5,1,,120,01069,035,U,3,2,04
0401417,11,2,2,2,1,1,1,2,5,1,,120,01069,035,U,3,2,04
0401417,12,2,1,2,1,1,1,2,2,1,,120,01069,035,U,3,2,04
0401417,13,3,1,2,1,1,1,1,2,1,,120,01069,035,U,3,2,04
0401417,14,3,1,2,1,1,1,1,1,1,,120,01069,035,U,3,2,04
0401417,15,3,1,2,1,1,1,1,3,1,,120,01069,035,U,3,2,04
0401417,16,3,1,2,1,1,1,1,2,1,,120,01069,035,U,3,2,04
0300292,02,3,1,1,1,1,1,1,2,1,,108,00702,031,U,1,3,03
0300292,03,2,1,1,1,1,1,1,1,1,,108,00702,031,U,1,3,03
0300292,04,3,1,1,1,1,1,1,1,1,,108,00702,031,U,1,3,03
0300292,05,2,1,1,1,1,1,1,5,1,,108,00702,031,U,1,3,03
0300293,01,2,1,1,1,1,1,2,5,1,,86,00703,031,U,1,3,03
0300293,02,2,1,1,1,1,1,1,2,1,,86,00703,031,U,1,3,03
0300293,03,3,1,1,1,1,1,1,5,1,,86,00703,031,U,1,3,03
0300293,04,3,1,1,1,1,1,1,3,1,,86,00703,031,U,1,3,03
0300293,05,3,1,1,1,1,2,2,3,1,,86,00703,031,U,1,3,03
0300311,01,3,1,1,1,1,1,1,2,1,,127,00704,030,U,1,2,03
0300311,02,3,1,1,1,1,1,1,3,1,,127,00704,030,U,1,2,03
0300311,03,2,2,2,1,1,1,2,3,1,,127,00704,030,U,1,2,03
0300311,04,3,1,1,1,1,1,1,3,1,,127,00704,030,U,1,2,03
0300312,01,3,2,1,1,1,2,1,1,1,,112,00705,030,U,1,2,03
0300312,02,3,1,1,1,1,1,2,1,1,,112,00705,030,U,1,2,03
0300312,03,2,1,1,1,1,1,2,3,1,,112,00705,030,U,1,2,03
0300312,04,3,1,1,1,1,1,1,4,1,,112,00705,030,U,1,2,03
0300312,05,2,1,1,1,1,1,2,3,1,,112,00705,030,U,1,2,03
0300319,01,2,1,1,1,1,2,2,2,1,,130,00706,030,U,1,2,03
0300319,02,2,1,1,1,1,2,1,2,1,,130,00706,030,U,1,2,03
0300319,04,2,1,1,1,1,1,1,1,1,,130,00706,030,U,1,2,03
0300319,05,2,5,1,1,1,1,1,5,1,,130,00706,030,U,1,2,03
0300321,01,3,1,1,1,1,1,1,6,1,,151,00707,032,U,1,4,03
0300321,02,3,1,1,1,1,1,1,4,1,,151,00707,032,U,1,4,03
0300321,03,3,1,1,1,1,1,1,2,1,,151,00707,032,U,1,4,03
0300321,04,3,1,1,1,1,1,1,1,1,,151,00707,032,U,1,4,03
0300321,05,3,1,1,1,1,1,1,2,1,,151,00707,032,U,1,4,03
0300330,02,3,1,1,1,1,1,1,3,1,,130,00708,032,U,1,4,03
0300330,03,3,1,1,1,1,1,1,4,1,,130,00708,032,U,1,4,03
0300330,04,3,1,1,1,1,1,1,2,1,,130,00708,032,U,1,4,03
0300330,05,3,1,1,1,1,1,1,6,1,,130,00708,032,U,1,4,03
0300333,01,3,1,1,1,1,1,2,2,1,,110,00709,031,U,1,3,03
0300333,02,3,1,1,1,1,1,1,2,1,,110,00709,031,U,1,3,03
0300333,03,2,1,1,1,1,1,1,2,1,,110,00709,031,U,1,3,03
0300333,04,3,1,1,1,1,2,1,1,1,,110,00709,031,U,1,3,03
0300333,05,3,1,1,1,1,1,1,6,1,,110,00709,031,U,1,3,03
0300334,01,3,1,1,1,1,1,1,3,1,,128,00710,032,U,1,4,03
0300334,02,3,1,1,1,1,1,1,2,1,,128,00710,032,U,1,4,03
0300334,03,2,1,1,1,1,1,1,3,1,,128,00710,032,U,1,4,03
0300334,04,2,1,1,1,1,1,1,5,1,,128,00710,032,U,1,4,03
0300335,01,3,1,1,1,1,1,1,5,1,,99,00711,031,U,1,3,03
0300335,02,3,1,1,1,1,1,1,4,1,,99,00711,031,U,1,3,03
0300335,04,3,1,1,1,1,1,1,2,1,,99,00711,031,U,1,3,03
0300335,05,3,1,1,1,1,2,1,2,1,,99,00711,031,U,1,3,03
0300337,01,3,1,1,1,1,1,2,1,1,,137,00712,032,U,1,4,03
0300337,02,3,1,1,1,1,1,1,3,1,,137,00712,032,U,1,4,03
0300337,03,3,1,1,1,1,1,1,2,1,,137,00712,032,U,1,4,03
0300337,04,3,1,1,1,1,1,1,3,1,,137,00712,032,U,1,4,03
0300338,01,2,1,1,1,1,2,2,2,1,,100,00713,031,U,1,3,03
0300338,02,3,1,1,1,1,1,1,2,1,,100,00713,031,U,1,3,03
0300338,03,3,1,1,1,1,2,2,4,1,,100,00713,031,U,1,3,03
0300338,04,3,1,1,1,1,1,1,3,1,,100,00713,031,U,1,3,03
0300338,05,3,1,1,1,1,1,1,3,1,,100,00713,031,U,1,3,03
0300340,01,3,1,1,1,1,1,1,3,1,,126,00714,032,U,1,4,03
0300340,02,3,1,1,1,1,1,1,4,1,,126,00714,032,U,1,4,03
0300340,03,3,1,1,1,1,1,1,3,1,,126,00714,032,U,1,4,03
0300340,04,3,1,1,1,1,1,1,2,1,,126,00714,032,U,1,4,03
0300340,05,3,1,1,1,1,1,1,4,1,,126,00714,032,U,1,4,03
0300342,01,3,1,1,1,1,2,1,2,1,,108,00715,031,U,1,3,03
0301127,07,2,2,2,1,1,2,1,6,2,2,293,00814,022,U,2,1,03
0301127,08,2,5,2,1,1,1,2,6,1,,293,00814,022,U,2,1,03
0301127,09,2,5,2,1,1,1,2,1,1,,293,00814,022,U,2,1,03
0301127,11,2,5,2,1,1,2,2,10,1,,293,00814,022,U,2,1,03
0301127,12,2,3,2,1,1,2,2,6,1,,293,00814,022,U,2,1,03
0301127,13,1,5,2,1,1,2,2,3,1,,293,00814,022,U,2,1,03
0301127,14,2,5,2,1,1,2,2,3,1,,293,00814,022,U,2,1,03
0301127,15,1,5,2,1,2,2,2,1,1,,293,00814,022,U,2,1,03
0301127,16,1,5,2,1,1,1,2,3,1,,293,00814,022,U,2,1,03
0301127,17,2,5,2,1,1,1,2,5,1,,293,00814,022,U,2,1,03
0301127,18,1,5,2,1,1,1,2,4,1,,293,00814,022,U,2,1,03
0301127,19,2,2,2,1,1,2,2,4,1,,293,00814,022,U,2,1,03
0301127,20,1,5,2,1,1,1,1,4,1,,293,00814,022,U,2,1,03
0301135,01,3,2,2,1,1,2,1,2,1,,536,00815,022,U,2,1,03
0301135,03,2,1,2,1,1,2,2,6,1,,536,00815,022,U,2,1,03
0301135,04,2,1,2,1,1,2,2,6,1,,536,00815,022,U,2,1,03
0301135,05,2,2,2,1,1,1,1,3,1,,536,00815,022,U,2,1,03
0301135,07,2,2,2,1,1,2,2,6,1,,536,00815,022,U,2,1,03
0301135,08,3,1,2,1,1,1,1,4,1,,536,00815,022,U,2,1,03
0301135,09,2,1,2,1,1,2,2,5,1,,536,00815,022,U,2,1,03
0301135,10,2,1,2,1,1,2,2,7,1,,536,00815,022,U,2,1,03
0301135,11,3,1,2,1,1,2,1,5,1,,536,00815,022,U,2,1,03
0301135,12,2,2,2,1,1,2,2,5,1,,536,00815,022,U,2,1,03
0301135,13,2,1,1,1,1,2,1,3,1,,536,00815,022,U,2,1,03
0301135,14,2,1,2,1,1,1,1,4,1,,536,00815,022,U,2,1,03
0301135,15,3,1,2,1,1,1,1,9,1,,536,00815,022,U,2,1,03
0301135,16,2,5,2,1,2,2,2,4,1,,536,00815,022,U,2,1,03
0301135,17,2,1,2,1,1,1,1,4,1,,536,00815,022,U,2,1,03
0301135,18,2,5,2,1,1,2,1,3,1,,536,00815,022,U,2,1,03
0301135,19,2,1,2,1,1,1,1,5,1,,536,00815,022,U,2,1,03
0301174,01,3,1,1,1,1,1,1,3,1,,121,00816,026,U,3,2,03
0301174,03,1,1,1,1,1,1,2,1,1,,121,00816,026,U,3,2,03
0301174,04,2,4,2,1,1,1,2,2,1,,121,00816,026,U,3,2,03
0301174,05,2,1,1,1,1,1,1,5,1,,121,00816,026,U,3,2,03
0301174,06,2,1,1,1,1,2,2,1,1,,121,00816,026,U,3,2,03
0301174,07,2,4,2,2,2,2,2,1,1,,121,00816,026,U,3,2,03
0301174,08,2,1,1,1,1,2,2,2,1,,121,00816,026,U,3,2,03
0301174,09,1,1,1,1,1,1,2,2,1,,121,00816,026,U,3,2,03
0301174,10,3,2,1,1,2,2,2,1,1,,121,00816,026,U,3,2,03
0301174,11,2,2,2,1,1,1,1,1,1,,121,00816,026,U,3,2,03
0301174,13,2,1,1,1,1,1,1,4,1,,121,00816,026,U,3,2,03
0301174,14,2,1,1,1,1,2,2,1,1,,121,00816,026,U,3,2,03
0301174,15,2,1,2,1,1,1,1,3,1,,121,00816,026,U,3,2,03
0301174,16,3,1,1,1,1,1,1,4,1,,121,00816,026,U,3,2,03
0301174,17,3,1,1,1,1,1,1,4,1,,121,00816,026,U,3,2,03
0301174,18,3,1,1,1,1,1,1,3,1,,121,00816,026,U,3,2,03
0301174,19,3,1,1,1,1,1,1,1,1,,121,00816,026,U,3,2,03
0301174,20,2,1,1,1,1,1,1,2,1,,121,00816,026,U,3,2,03
0301180,01,3,1,1,1,1,2,2,1,1,,115,00817,027,U,3,3,03
0301180,03,3,1,1,1,1,1,2,1,1,,115,00817,027,U,3,3,03
0301180,04,3,1,1,1,1,1,1,3,1,,115,00817,027,U,3,3,03
0301180,05,3,1,1,1,1,1,1,4,1,,115,00817,027,U,3,3,03
0301180,06,2,1,1,1,1,2,2,1,1,,115,00817,027,U,3,3,03
0301180,08,2,1,1,1,1,1,1,12,1,,115,00817,027,U,3,3,03
